Latitude,Longitude,Roll,Pitch,Yaw,Speed,Course,Altitude,Climb
0.0,0.0,176.85,0.58,133.08,0.0,0.0,0.0,0.0
0.0,0.0,176.85,0.58,133.08,0.0,0.0,0.0,0.0
0.0,0.0,176.86,0.59,133.08,0.0,0.0,0.0,0.0
0.0,0.0,176.86,0.59,133.08,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.6,133.08,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.58,133.08,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.6,133.07,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.6,133.07,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.61,133.08,0.0,0.0,0.0,0.0
0.0,0.0,176.88,0.61,133.07,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.6,133.07,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.6,133.07,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.61,133.07,0.0,0.0,0.0,0.0
0.0,0.0,176.88,0.61,133.07,0.0,0.0,0.0,0.0
0.0,0.0,176.87,0.61,133.07,0.0,0.0,0.0,0.0
